CHILE;SANTIAGO DE CHILE;COMUNA DE SANTIAGO;AVENIDA;PRESIDENTE BALMACEDA;;99999
ESPAÑA;ALICANTE;PILAR DE LA HORADADA;AVENIDA;COSTA BLANCA;;3191
ESPAÑA;ALICANTE;PILAR DE LA HORADADA;AVENIDA;DE EUROPA;;3190
ESPAÑA;ALICANTE;PILAR DE LA HORADADA;CALLE;DEL MAR;;3190
ESPAÑA;ALICANTE;PILAR DE LA HORADADA;CALLE;DENIA;;3190
ESPAÑA;ALICANTE;PILAR DE LA HORADADA;CALLE;MARQUES DE PEÑACERRADA;;3190
ESPAÑA;ALICANTE;PILAR DE LA HORADADA;CALLE;MAYOR;;3190
ESPAÑA;ALICANTE;PILAR DE LA HORADADA;CARRETERA;ORIHUELA;;3190
ESPAÑA;ALICANTE;RAFAL;AVENIDA;DE LA LIBERTAD;;3369
ESPAÑA;ALICANTE;RAFAL;CALLE;JUAN RAMON JIMENEZ;;3369
ESPAÑA;ALICANTE;RAFOL DE ALMUNIA;CALLE;MAYOR;;3769
ESPAÑA;ALICANTE;REDOVAN;CALLE;JUAN CARLOS FERRERO;;
ESPAÑA;ALICANTE;REDOVAN;AVENIDA;ORIHUELA;;3370
ESPAÑA;ALICANTE;REDOVAN;CALLE;PASCUAL MARTINEZ;;3370
ESPAÑA;ALICANTE;REDOVAN;CALLE;PROLONGACION BARRANCO ROVIRA;;3370
ESPAÑA;ALICANTE;REDOVAN;CALLE;RUIZ PICASSO;;3370
ESPAÑA;ALICANTE;REDOVAN;CALLE;VICARIO MANRESA;;3370
ESPAÑA;ALICANTE;SAN ISIDRO;POLIGONO;LA GRANADINA;;3349
ESPAÑA;ALICANTE;SAN ISIDRO;CALLE;NUMERO 3;;3349
ESPAÑA;ALICANTE;SAN JUAN;CALLE;AV LOCUTOR VICENTE HIPOLITO;;3540
ESPAÑA;ALICANTE;SAN JUAN;AVENIDA;COSTA BLANCA;;3540
ESPAÑA;ALICANTE;SAN JUAN;AVENIDA;DE BENIDORM;;3550
ESPAÑA;ALICANTE;SAN JUAN;CALLE;LA FONT;;3550
ESPAÑA;ALICANTE;SAN MIGUEL DE SALINAS;CALLE;SANTA TERESA;;3193
ESPAÑA;ALICANTE;SAN VICENTE DEL RASPEIG;CARRETERA;ALICANTE;;3690
ESPAÑA;ALICANTE;SAN VICENTE DEL RASPEIG;CALLE;DENIA;;3690
ESPAÑA;ALICANTE;SAN VICENTE DEL RASPEIG;CALLE;SAN PASCUAL;;3690
ESPAÑA;ALICANTE;SANTA POLA;AVENIDA;ARMADA ESPAÑOLA;;3130
ESPAÑA;ALICANTE;SANTA POLA;CALLE;ELCHE;;3130
ESPAÑA;ALICANTE;SANTA POLA;AVENIDA;ESCANDINAVIA;;3130
ESPAÑA;ALICANTE;SANTA POLA;CALLE;TOLEDO;;3130
ESPAÑA;ALICANTE;SANTA POLA;CALLE;VIRGEN DE LORETO;;3130
ESPAÑA;ALICANTE;TORRELLANOS;CALLE;SEVERO OCHOA;;3203
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;APOLO;;3180
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;AV. DIEGO RAMIREZ;;3180
ESPAÑA;ALICANTE;TORREVIEJA;AVENIDA;BELGICA;;3188
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;BERGANTIN;;3182
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;CALA LA ZORRA;;3183
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;CIBELES;;3183
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;CORBETA;;3182
ESPAÑA;ALICANTE;TORREVIEJA;AVENIDA;DESIDERIO RODRIGUEZ;;3180
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;EMILIO CASTELAR;;3186
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;FELIX RODRIGUEZ;;3182
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;GERMANIAS;;3186
ESPAÑA;ALICANTE;TORREVIEJA;AVENIDA;GREGORIO MARAÑON;;3181
ESPAÑA;ALICANTE;TORREVIEJA;AVENIDA;GREGORIO MARAÑON;;3185
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;GUMERSINDO;;3182
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;HALCÓN;;3184
ESPAÑA;ALICANTE;TORREVIEJA;AVENIDA;INGLATERRA;;3188
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;JOAQUIN CHAPAPRIETA;;3181
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;JUAN APARICIO;;3180
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;LA SAL;;3182
ESPAÑA;ALICANTE;TORREVIEJA;AVENIDA;LIBERTAD;;3181
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;LOMAS C/S.SEBASTIAN;;3188
ESPAÑA;ALICANTE;TORREVIEJA;PASEO;LOS CONQUISTADORES;;3185
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;MARIA GIL VALLEJOS;;3182
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;MARIA PARODI;;3181
ESPAÑA;ALICANTE;TORREVIEJA;AVENIDA;MARINEROS;;3182
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;MONTESINOS;;3185
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;MORIONES;;3182
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;NAVEGANTES;;3182
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;NORUEGA;;3183
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;ORIHUELA;;3181
ESPAÑA;ALICANTE;TORREVIEJA;AVENIDA;PARIS;;3183
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;PEDRO LORCA;;3182
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;PILAR HORADADA;;3185
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;R.DEL MAR C/ARRECIFE;;3185
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;RADIO MURCIA;;3182
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;RAMBLA JUAN MATEO;;3181
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;RAMON GALLUD;;3180
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;RAMON GALLUD;;3181
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;RAMON GALLUD;;3182
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;RAMON Y CAJAL;;3182
ESPAÑA;ALICANTE;TORREVIEJA;URBANIZACIÓN;RESD.PRINCESA MARIA;;3183
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;SAN LUIS ROBLEDA;;3184
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;SINFOROSA;;3185
ESPAÑA;ALICANTE;TORREVIEJA;AVENIDA;SUIZA;;3188
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;URB. EL LIMONAR;;3180
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;V.BLASCO IBAÑEZ;;3182
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;VILLA MADRID;;3181
ESPAÑA;ALICANTE;TORREVIEJA;CALLE;VIRGEN DEL CARMEN;;3188
ESPAÑA;ALICANTE;TORREVIEJA;PASEO;VISTALEGRE;;3180
ESPAÑA;ALICANTE;VILLAJOYOSA-LA VILA JOIOSA;AVENIDA;BENIDORM;;3570
ESPAÑA;ALICANTE;VILLAJOYOSA-LA VILA JOIOSA;AVENIDA;MARINERS VILA;;3570
ESPAÑA;ALICANTE;VILLENA;CALLE;MAESTRO CHANZA;;3400
ESPAÑA;ALICANTE;VILLENA;CALLE;RONDA ESTACION;;3400
ESPAÑA;ALICANTE;VILLENA;CALLE;TRINIDAD;;3400
ESPAÑA;ALICANTE;VILLENA;CARRETERA;YECLA;;3400
ESPAÑA;ALMERIA;ALMERIA;CALLE;GENERAL TAMAYO;;4001
ESPAÑA;ALMERIA;ALMERIA;CALLE;JOSE ARCE;;
ESPAÑA;ALMERIA;ALMERIA;CALLE;JOSE MORALES ABAD;;4007
ESPAÑA;ALMERIA;ALMERIA;CALLE;LEO;;4009
ESPAÑA;ALMERIA;ALMERIA;CALLE;PZA. DE BARCELONA;;4006
ESPAÑA;ALMERIA;ALMERIA;CARRETERA;RONDA;;4006
ESPAÑA;ALMERIA;ALMERIA;CALLE;SEBASTIAN (PULPI);;4640
ESPAÑA;ALMERIA;PULPI;CALLE;SEBASTIAN;;4640
ESPAÑA;ALMERIA;TIJOLA;CALLE;CARRERA DEL SOCORRO;;4880
ESPAÑA;ASTURIAS;AVILES;CALLE;EMILE ROBIN;;33401
ESPAÑA;ASTURIAS;LLANERA;CALLE;VENTA DEL GALLO;;33428
ESPAÑA;ASTURIAS;OVIEDO;CALLE;ALVARO DE ALBORNOZ;;33010
ESPAÑA;ASTURIAS;OVIEDO;CALLE;DOCTOR ALFREDO MARTINEZ;;33005
ESPAÑA;ASTURIAS;SIERO;CALLE;HERMANOS FELGUEROSO;;33510
ESPAÑA;ASTURIAS;TREMAÑES (GIJON);CALLE;BAZAN;;33211
ESPAÑA;BADAJOZ;CASTILBLANCO;CALLE;CL. PERCHEL;;6680
ESPAÑA;BADAJOZ;Mérida;CALLE;BALDOMERO DIAZ ENTRESOTOS Y NOGALES;;6800
ESPAÑA;BALEARES;CALVIA;AVENIDA;REI JAUME I;;7180
ESPAÑA;BALEARES;LLUCHMAYOR;CARRETERA;CTRA. DE EL ARENAL A LLUCMAJOR;;
ESPAÑA;BALEARES;LLUCHMAYOR;CALLE;DRAGONERA;;7620
ESPAÑA;BALEARES;Llucmajor;CARRETERA;ARENAL-LLUCMAJOR;;7620
ESPAÑA;BALEARES;MAHÓN;CALLE;FRANCESC DE BORJA MOLL;;7702
ESPAÑA;BALEARES;MAHÓN;AVENIDA;J.A. CLAVE;;7703
ESPAÑA;BALEARES;PALMA DE MALLORCA;CALLE;FRA LLUIS JAUME VALLESPIR;;7004
ESPAÑA;BARCELONA;ARENYS DE MAR;CALLE;D'AVALL;;8350
ESPAÑA;BARCELONA;BADALONA;CALLE;NUESTRA SRA. DE LOURDES;;8913
ESPAÑA;BARCELONA;BARBERA DEL VALLES;CARRETERA;NACIONAL 150;;8210
ESPAÑA;BARCELONA;BARCELONA;CALLE;ACER;;8038
ESPAÑA;BARCELONA;BARCELONA;CALLE;ALCALA DE GUADAIRA;;8020
ESPAÑA;BARCELONA;BARCELONA;CALLE;ALCALDE BARNILS (SAN CUGAT);;8190
ESPAÑA;BARCELONA;BARCELONA;CALLE;ALEJANDRO SEIQUER;;
ESPAÑA;BARCELONA;BARCELONA;CALLE;AMIGÓ;;8021
ESPAÑA;BARCELONA;BARCELONA;CALLE;ARIBAU;;8021
ESPAÑA;BARCELONA;BARCELONA;CALLE;AV MERIDIANA;;8033
ESPAÑA;BARCELONA;BARCELONA;CALLE;AV. DIAGONAL;;8018
ESPAÑA;BARCELONA;BARCELONA;CALLE;AV. SAN JULIAN (GRANOLLERS);;8032
ESPAÑA;BARCELONA;BARCELONA;CALLE;BAC DE RODA;;8019
ESPAÑA;BARCELONA;BARCELONA;CALLE;BAILEN;;8009
ESPAÑA;BARCELONA;BARCELONA;CALLE;BALMES;;8007
ESPAÑA;BARCELONA;BARCELONA;CALLE;BRUC;;8009
ESPAÑA;BARCELONA;BARCELONA;CALLE;CALABRIA;;8029
ESPAÑA;BARCELONA;BARCELONA;CALLE;CALLE GONZÁLEZ TABLAS;;
ESPAÑA;BARCELONA;BARCELONA;CALLE;CALVET;;8021
ESPAÑA;BARCELONA;BARCELONA;CALLE;CAMPUS UAB BELLATERRA;;8193
ESPAÑA;BARCELONA;BARCELONA;CALLE;CAN MANY;;8400
ESPAÑA;BARCELONA;BARCELONA;AVENIDA;CATEDRAL;;8002
ESPAÑA;BARCELONA;BARCELONA;CALLE;CONSELL DE CENT;;8009
ESPAÑA;BARCELONA;BARCELONA;CALLE;CORSEGA;;8037
ESPAÑA;BARCELONA;BARCELONA;CALLE;CUZCO;;8030
ESPAÑA;BARCELONA;BARCELONA;CALLE;DE LA MARINA;;8005
ESPAÑA;BARCELONA;BARCELONA;PASEO;DE LA ZONA FRANCA;;8038
ESPAÑA;BARCELONA;BARCELONA;CALLE;DIPUTACION;;8009
ESPAÑA;BARCELONA;BARCELONA;CALLE;ENCARNACIO;;8024
ESPAÑA;BARCELONA;BARCELONA;CALLE;GALILEO;;8028
ESPAÑA;BARCELONA;BARCELONA;CALLE;GALILEU (Bº LES CORTS);;8028
ESPAÑA;BARCELONA;BARCELONA;PASEO;GRACIA;;8007
ESPAÑA;BARCELONA;BARCELONA;CALLE;GRAN VIA CORTS CATALANES;;8010
ESPAÑA;BARCELONA;BARCELONA;CALLE;LA PAU;;
ESPAÑA;BARCELONA;BARCELONA;CALLE;LEPANTO;;8013
ESPAÑA;BARCELONA;BARCELONA;CALLE;MALLORCA;;8037
ESPAÑA;BARCELONA;BARCELONA;CALLE;MERCADER;;
ESPAÑA;BARCELONA;BARCELONA;CALLE;MUNTANER;;8011
ESPAÑA;BARCELONA;BARCELONA;CALLE;NUMANCIA;;8034
ESPAÑA;BARCELONA;BARCELONA;CALLE;PADILLA;;8013
ESPAÑA;BARCELONA;BARCELONA;CALLE;PASSEIG SAN JOAN;;8009
ESPAÑA;BARCELONA;BARCELONA;CALLE;PAU CLARIS;;8009
ESPAÑA;BARCELONA;BARCELONA;CALLE;PROGRESO;;8912
ESPAÑA;BARCELONA;BARCELONA;CALLE;PUJADES;;8019
ESPAÑA;BARCELONA;BARCELONA;CALLE;RONDA GENERAL MITRE;;8017
ESPAÑA;BARCELONA;BARCELONA;CALLE;ROSA SENSAT;;8005
ESPAÑA;BARCELONA;BARCELONA;CALLE;ROSELLÓN;;8006
ESPAÑA;BARCELONA;BARCELONA;CALLE;SANCHO DAVILA;;8018
ESPAÑA;BARCELONA;BARCELONA;CALLE;SANTA EULALIA;;8012
ESPAÑA;BARCELONA;BARCELONA;CALLE;SEPULVEDA;;8011
ESPAÑA;BARCELONA;BARCELONA;CALLE;SICILIA;;8013
ESPAÑA;BARCELONA;BARCELONA;CALLE;TORRENT DE L'OLLA;;8012
ESPAÑA;BARCELONA;BARCELONA;CALLE;TUSET;;8006
ESPAÑA;BARCELONA;BARCELONA;CALLE;VIA AUGUSTA;;8021
ESPAÑA;BARCELONA;BARCELONA;CALLE;VIA TRAJANA;;8020
ESPAÑA;BARCELONA;BARCELONA;CALLE;VIAL NORTE;;8170
ESPAÑA;BARCELONA;BARCELONA;CALLE;VIRIAT;;8014
ESPAÑA;BARCELONA;CALELLA;CALLE;ESGLESIA;;8370
ESPAÑA;BARCELONA;CASTELLAR DEL VALLES;CALLE;SANT CISCLE;;8211
ESPAÑA;BARCELONA;CASTELLDEFELS;CALLE;AV DE LA CONSTITUCION;;8860
ESPAÑA;BARCELONA;CERDANYOLA DEL VALLES;RONDA;CAN FATJO;;8290
ESPAÑA;BARCELONA;CERDANYOLA DEL VALLES;AVENIDA;DEL PARC;;8290
ESPAÑA;BARCELONA;CERVELLO;CALLE;LLOBREGAT;;8758
ESPAÑA;BARCELONA;CORNELLÁ DE LLOBREGAT;CARRETERA;D'ESPLUGUES;;8940
ESPAÑA;BARCELONA;CORNELLÁ DE LLOBREGAT;CARRETERA;SANT JOAN DESPÍ;;8940
ESPAÑA;BARCELONA;ESPLUGUES DE LLOBREGAT;CALLE;JOSEP ARGEMI;;8950
ESPAÑA;BARCELONA;GRANOLLERS;PLAZA;JOSEP SERRAT I BONASTRE;;8402
ESPAÑA;BARCELONA;HOSPITALET DE LLOBREGAT;CALLE;CIENCIES;;8225
ESPAÑA;BARCELONA;HOSPITALET DE LLOBREGAT;CARRETERA;DEL MIG;;8907
ESPAÑA;BARCELONA;HOSPITALET DE LLOBREGAT;AVENIDA;GRAN VIA;;8908
ESPAÑA;BARCELONA;HOSPITALET DE LLOBREGAT;CALLE;JACINT VERDAGUER;;8902
ESPAÑA;BARCELONA;HOSPITALET DE LLOBREGAT;CALLE;JERUSALEN;;8902
ESPAÑA;BARCELONA;HOSPITALET DE LLOBREGAT;CALLE;JOSE AGUSTIN GOYTISOLO;;8908
ESPAÑA;BARCELONA;IGUALADA;PASEO;PASSEIG VERDAGUER;;8700
ESPAÑA;BARCELONA;IGUALADA;PASEO;VERDAGUER;;8700
ESPAÑA;BARCELONA;LES FRANQUESES DEL VALLES;CALLE;CANTÀBRIA;;8520
ESPAÑA;BARCELONA;LLINARS DEL VALLES;CALLE;DE LA TECNOLOGIA;;8450
ESPAÑA;BARCELONA;MANLLEU;PASEO;DEL TER;;8560
ESPAÑA;BARCELONA;MARTORELL;AVENIDA;COMTE DE LLOBREGAT;;8760
ESPAÑA;BARCELONA;MARTORELL;CALLE;SAN ISIDRO;;8107
ESPAÑA;BARCELONA;MONTCADA I REIXAC;CALLE;BEAT ORIOL;;8110
ESPAÑA;BARCELONA;PALAU PLEGAMANS;AVENIDA;DIAGONAL;;8184
ESPAÑA;BARCELONA;PALAU PLEGAMANS;CALLE;MERCADERS;;8184
ESPAÑA;BARCELONA;PARETS DEL VALLES;CALLE;SAN MIGUEL;;8150
ESPAÑA;BARCELONA;POLINYA;CALLE;PINTOR VELAZQUEZ;;8213
ESPAÑA;BARCELONA;POLINYÀ;CALLE;PINTOR VELAZQUEZ;;8213
ESPAÑA;BARCELONA;PRAT DE LLOBREGAT;AVENIDA;BAIX LLOBREGAT;;8820
ESPAÑA;BARCELONA;PRAT DE LLOBREGAT;CALLE;PENEDES;;8820
ESPAÑA;BARCELONA;RIPOLLET;CALLE;STA. ROSA;;8291
ESPAÑA;BARCELONA;SANT ADRIA DEL BESOS;CALLE;BOGATELL;;8930
ESPAÑA;BARCELONA;SANT CUGAT DEL VALLES;CALLE;AMPOSTA;;8173
ESPAÑA;BARCELONA;SANT CUGAT DEL VALLES;CALLE;AV ALCALDE BARNILS;;8190
ESPAÑA;BARCELONA;SANT CUGAT DEL VALLES;AVENIDA;Avda. Cerdanyola;;
ESPAÑA;BARCELONA;SANT CUGAT DEL VALLES;AVENIDA;Cerdanyola;;
ESPAÑA;BARCELONA;SANT CUGAT DEL VALLES;AVENIDA;CORTS CATALANES;;
ESPAÑA;BARCELONA;SANT CUGAT DEL VALLÈS;CALLE;ORIENT;;8172
ESPAÑA;BARCELONA;Sant Feliu de Llobregat;CALLE;Primer de Maig;;8980
ESPAÑA;BARCELONA;SANT JOAN D'ESPI;CALLE;AV VIRGEN DE MONSERRAT;;
ESPAÑA;BARCELONA;SANT JOAN D'ESPI;AVENIDA;FONTSANTA;;8970
ESPAÑA;BARCELONA;SANT MARTI SESGUEIOLES;CALLE;AFUERAS;;8282
ESPAÑA;BARCELONA;SANTA EULALIA DE RONÇANA;CALLE;GINESTA;;8187
ESPAÑA;BARCELONA;STA PERPETUA DE MOGODA;CALLE;MAR MEDITERRANEO;;8130
ESPAÑA;BARCELONA;STA PERPETUA DE MOGODA;CARRETERA;SABADELL A MOLLET;;8130
ESPAÑA;BARCELONA;TERRASSA;CARRETERA;CASTELLAR;;8226
ESPAÑA;BARCELONA;TONA;CALLE;ANGEL GUIMERA;;8551
ESPAÑA;BARCELONA;TONA;CALLE;FONTORDERA;;8551
ESPAÑA;BARCELONA;VALLGORGUINA;POLIGONO;EL MOLINOT;;8470
ESPAÑA;BARCELONA;VILANOVA I LA GELTRU;CALLE;AIGUES;;8800
ESPAÑA;BURGOS;BURGOS;AVENIDA;DEL CID;;9005
ESPAÑA;BURGOS;MIRANDA DE EBRO;POLIGONO;INDUSTRIAL BAYAS;;9200
ESPAÑA;CACERES;TRUJILLO;CALLE;MAYOR;;10200
ESPAÑA;CÁDIZ;SAN FERNANDO;CALLE;HEROES DEL BALEARES;;11100
ESPAÑA;CÁDIZ;SAN FERNANDO;CALLE;MONTIGNY LE BRETONEUX;;11100
ESPAÑA;CÁDIZ;SAN FERNANDO;CALLE;VENEZUELA;;11100
ESPAÑA;CANTABRIA;EL ASTILLERO;CALLE;DE LA CONSTITUCION;;39610
ESPAÑA;CANTABRIA;EL ASTILLERO;CALLE;LA CANTABRICA;;39610
ESPAÑA;CANTABRIA;Santander;PASEO;PEREDA;;39004
ESPAÑA;CASTELLON;VILLAREAL;CARRETERA;VALENCIA-BARCELONA;;12540
ESPAÑA;CIUDAD REAL;ALCAZAR DE SAN JUAN;CALLE;DOCTOR JESÚS GONZÁLEZ MERLO;;13600
ESPAÑA;CIUDAD REAL;CIUDAD REAL;CALLE;CALATRAVA;;13003
ESPAÑA;CIUDAD REAL;CIUDAD REAL;CALLE;VIRGEN DE LA CARRASCA;;13004
ESPAÑA;CIUDAD REAL;LA SOLANA;AVENIDA;DE LOS INDUSTRIALES (POL. IND);;13240
ESPAÑA;CIUDAD REAL;PUERTOLLANO;CALLE;ALFONSO X SABIO,;;13500
ESPAÑA;CIUDAD REAL;PUERTOLLANO;CALLE;CRUCES,;;13500
ESPAÑA;CIUDAD REAL;SOCUELLAMOS;CALLE;PEDRO ARIAS;;13630
ESPAÑA;CIUDAD REAL;Villanueva de la Fuente;CALLE;PADILLA;;13330
ESPAÑA;CORDOBA;CORDOBA;AVENIDA;AEROPUERTO;;14004
ESPAÑA;CORDOBA;CORDOBA;PLAZA;COLON;;14001
ESPAÑA;CUENCA;CUENCA;CALLE;PARQUE SAN JULIAN;;16002
ESPAÑA;GIRONA;LA JONQUERA;CALLE;PONT;;17700
ESPAÑA;GIRONA;Olot;CALLE;MULLERAS;;17800
ESPAÑA;GIRONA;VILA SACRA;CAMINO;DEL MANOL;;17485
ESPAÑA;GRANADA;ALBOLOTE;POLIGONO;JUNCARIL;;18220
ESPAÑA;GRANADA;ARMILLA;CALLE;ALMERIA;;18100
ESPAÑA;GRANADA;ARMILLA;AVENIDA;DE LA INNOVACIÓN;;18100
ESPAÑA;GRANADA;ATARFE;CALLE;CUBA;;18230
ESPAÑA;GRANADA;BENAMAUREL;CALLE;MOLINETA;;18817
ESPAÑA;GRANADA;BENAMAUREL;CALLE;PARAJE DE LA SACRISTIA;;18817
ESPAÑA;GRANADA;CAJAR;CALLE;CAÑADA;;18199
ESPAÑA;GRANADA;CENES DE LA VEGA;CALLE;VISTA BLANCA;;18190
ESPAÑA;GRANADA;GRANADA;CALLE;AIXA LA HORRA;;18008
ESPAÑA;GRANADA;GRANADA;AVENIDA;AMERICA;;18006
ESPAÑA;GRANADA;GRANADA;CALLE;BOLSILLO SANTA PAULA;;18001
ESPAÑA;GRANADA;GRANADA;PASEO;BOMBA;;18008
ESPAÑA;GRANADA;GRANADA;CALLE;CARDENAL PARRADO;;18013
ESPAÑA;GRANADA;GRANADA;CALLE;CONSTRUCCION  P.I. EL FLORIDO;;18015
ESPAÑA;GRANADA;GRANADA;PASEO;DE LA BOMBA;;18008
ESPAÑA;GRANADA;GRANADA;CALLE;ESQUIVILA;;18008
ESPAÑA;GRANADA;GRANADA;CALLE;FEDERICO GARCIA LORCA;;18014
ESPAÑA;GRANADA;GRANADA;CALLE;GRAN VIA COLON;;18001
ESPAÑA;GRANADA;GRANADA;CALLE;MANUEL DE FALLA;;18005
ESPAÑA;GRANADA;GRANADA;CALLE;PIEDRA SANTA;;18009
ESPAÑA;GRANADA;GRANADA;CALLE;REY ABU SAID;;18006
ESPAÑA;GRANADA;GRANADA;CAMINO;RONDA, DE;;18003
ESPAÑA;GRANADA;GRANADA;CALLE;SOCRATES;;18002
ESPAÑA;GRANADA;GRANADA;CALLE;TRAJANO;;18002
ESPAÑA;GRANADA;GRANADA;CALLE;VIRGEN BLANCA;;18004
ESPAÑA;GRANADA;GUADIX;CALLE;AV BUENOS AIRES;;18500
ESPAÑA;GRANADA;LAS GABIAS;CALLE;LONGUERA, LA;;18110
ESPAÑA;GRANADA;MARACENA;CALLE;ORQUIDEAS;;18200
ESPAÑA;GRANADA;PELIGROS;CALLE;PINTOR MURILLO;;18210
ESPAÑA;GRANADA;PELIGROS;POLIGONO;POL. INDUSTRIAL JUNCARIL;;18210
ESPAÑA;GUIPUZCOA;LAZKAO;CALLE;HIRIBARREN;;20210
ESPAÑA;GUIPUZCOA;LAZKAO;CALLE;HURIBARREN;;20210
ESPAÑA;GUIPUZCOA;SAN SEBASTIAN;CALLE;FUENTERRABIA;;20005
ESPAÑA;GUIPUZCOA;SAN SEBASTIAN;AVENIDA;LIBERTAD;;20004
ESPAÑA;HUELVA;HUELVA;AVENIDA;ALEMANIA;;21002
ESPAÑA;HUELVA;HUELVA;CALLE;SAN JOSE;;21002
ESPAÑA;HUELVA;HUELVA;CALLE;SANLUCAR DE GUADIANA;;21007
ESPAÑA;JAEN;JAEN;CALLE;AVELLANO (URB. AZAHAR);;23005
ESPAÑA;JAEN;JAEN;CALLE;CAPITAN OVIEDO;;23003
ESPAÑA;JAEN;MARTOS;CALLE;LA TEJA;;23600
ESPAÑA;JAEN;MARTOS;CALLE;TORNEROS;;23600
ESPAÑA;LA RIOJA;LOGROÑO;CALLE;SENDA SERON (PO. LA PORTALADA);;26006
ESPAÑA;LEON;LEON;CALLE;AV ROMA;;24004
ESPAÑA;LEON;LEON;AVENIDA;REYES LEONESES;;
ESPAÑA;LEON;LEON;CALLE;REYES LEONESES;;24008
ESPAÑA;LUGO;CASTROVERDE;CALLE;ORIZ;;27125
ESPAÑA;LUGO;LUGO;CARRETERA;A CORUÑA;;27298
ESPAÑA;LUGO;LUGO;CALLE;PROGRESO;;27001
ESPAÑA;LUGO;LUGO;CALLE;REPÚBLICA ARGENTINA;;27002
ESPAÑA;LUGO;MONTERROSO;CALLE;LUIS PIMENTEL;;27560
ESPAÑA;MADRID;ALCALA DE HENARES;CALLE;EL ESCORIAL;;28805
ESPAÑA;MADRID;ALCALA DE HENARES;AVENIDA;PUNTO ES;;28805
ESPAÑA;MADRID;ALCALA DE HENARES;CALLE;PUNTO ES;;28805
ESPAÑA;MADRID;ALCOBENDAS;CALLE;ANABEL SEGURA;;28108
ESPAÑA;MADRID;ALCOBENDAS;CALLE;AZALEA;;
ESPAÑA;MADRID;ALCOBENDAS;AVENIDA;BRUSELAS;;28108
ESPAÑA;MADRID;ALCOBENDAS;CALLE;CALENDULA (URB.SOTO MORALEJA);;28109
ESPAÑA;MADRID;ALCOBENDAS;AVENIDA;DE BARAJAS;;28108
ESPAÑA;MADRID;ALCOBENDAS;CALLE;DE LA ESTAFETA;;28109
ESPAÑA;MADRID;ALCOBENDAS;AVENIDA;DE LA VEGA;;28108
ESPAÑA;MADRID;ALCOBENDAS;AVENIDA;EUROPA;;28108
ESPAÑA;MADRID;ALCOBENDAS;AVENIDA;FUENCARRAL;;28108
ESPAÑA;MADRID;ALCOBENDAS;CALLE;MARQUESA VDA. DE ALDAMA;;28100
ESPAÑA;MADRID;ALCOBENDAS;CALLE;SAN RAFAEL;;28108
ESPAÑA;MADRID;ALCORCON;CALLE;AERONAUTICA;;28923
ESPAÑA;MADRID;ALCORCON;CALLE;LOECHES;;28925
ESPAÑA;MADRID;ALCORCON;CALLE;MAJADAHONDA;;28925
ESPAÑA;MADRID;ALGETE;CALLE;DE LA LUNA;;28120
ESPAÑA;MADRID;ARAVACA;CALLE;BASAURI;;28023
ESPAÑA;MADRID;ARAVACA;CALLE;SANTA ELVIRA;;28023
ESPAÑA;MADRID;BOADILLA DEL MONTE;AVENIDA;DE CANTABRIA;;28042
ESPAÑA;MADRID;COLMENAR DE OREJA;CALLE;AFUERA TINAJEROS;;28380
ESPAÑA;MADRID;COSLADA;AVENIDA;EUROPA;;28820
ESPAÑA;MADRID;COSLADA;AVENIDA;INDUSTRIA;;28823
ESPAÑA;MADRID;COSLADA;CALLE;SAN PABLO;;28820
ESPAÑA;MADRID;FUENLABRADA;CALLE;MIGUEL SERVET;;28940
